track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
0.0011976860406451276,0.0008251095182867304,2.0,2023.0,7.0,14.0,553.0,147.0,43.0,263.0,0.0018167389254459265,10.0,0.0006762948163049486,125.0,0.09424034667232854,0.2850300580786437,80.0,89.0,83.0,31.0,0.0,8.0,4.0
0.001745746672381407,0.0015476093407848868,1.0,2023.0,3.0,23.0,1474.0,48.0,48.0,126.0,0.006699358787081425,14.0,0.0022699089559698607,92.0,0.1295820753506299,0.5458511350366004,71.0,61.0,74.0,7.0,0.0,10.0,4.0
0.0030008042444805098,0.007826762004756155,1.0,2023.0,6.0,30.0,1397.0,113.0,94.0,207.0,0.010022153461380396,14.0,0.0025775882084109855,138.0,0.30372949104746133,0.048766490671440926,51.0,32.0,53.0,17.0,0.0,31.0,6.0
0.0045703310428868256,0.01573693403935999,1.0,2019.0,8.0,23.0,7858.0,100.0,116.0,207.0,0.011948508201086063,12.0,0.00452909270313734,170.0,0.39181827090118837,0.04839723506432475,55.0,58.0,72.0,11.0,0.0,11.0,15.0
0.0052932896153687035,0.04581804298040679,1.0,2023.0,5.0,18.0,3133.0,50.0,84.0,133.0,0.012754117438145815,15.0,0.005894773650052796,144.0,0.3929507584787918,0.79825642682531,65.0,23.0,80.0,14.0,63.0,11.0,6.0
0.006269883546516127,0.06489188577233707,2.0,2023.0,6.0,1.0,2186.0,91.0,67.0,213.0,0.01745513444067462,17.0,0.0069628969236264935,141.0,0.12682606670051094,0.4486683063785271,92.0,66.0,58.0,19.0,0.0,8.0,24.0
0.008485456783693402,0.06601133811636553,2.0,2023.0,3.0,16.0,3090.0,50.0,34.0,222.0,0.020024361091645668,13.0,0.007737313652524775,148.0,0.24532494529588594,0.6650155102425808,67.0,83.0,76.0,48.0,0.0,8.0,3.0
0.009324760225906233,0.06774733346074498,1.0,2023.0,7.0,7.0,714.0,43.0,25.0,89.0,0.03904486416382316,13.0,0.008815622016416681,100.0,0.3232396534402595,0.056463359791516496,67.0,26.0,71.0,37.0,0.0,11.0,4.0
0.009833959112043664,0.07056880534278806,1.0,2023.0,5.0,15.0,1096.0,83.0,60.0,210.0,0.05005456170732528,11.0,0.011505088279363307,130.0,0.1410018296713113,0.6297890553063721,85.0,22.0,62.0,12.0,0.0,28.0,9.0
0.01149058518026647,0.07217508114157684,2.0,2023.0,3.0,17.0,2953.0,44.0,49.0,110.0,0.05799877496427303,13.0,0.013523889399115929,170.0,0.4340245506051544,0.5638622600671561,81.0,56.0,48.0,21.0,0.0,8.0,33.0
0.012717949157333631,0.07287780659385641,2.0,2023.0,4.0,17.0,2876.0,40.0,41.0,205.0,0.05935903579369824,12.0,0.015141280636671561,83.0,0.5617819090739655,0.9420817873437379,57.0,56.0,72.0,23.0,0.0,27.0,5.0
0.013624236381570648,0.07888853823946335,1.0,2023.0,7.0,7.0,422.0,55.0,37.0,202.0,0.06705105485874589,5.0,0.016509498539137288,150.0,0.24686514017130787,0.5721206692886193,78.0,52.0,82.0,18.0,0.0,15.0,7.0
0.015661861847033293,0.0823584226325013,1.0,2023.0,4.0,14.0,3528.0,98.0,80.0,156.0,0.07695404051429897,24.0,0.0199476345840397,130.0,0.4865479995668268,0.636410394519558,51.0,32.0,43.0,83.0,0.0,9.0,3.0
0.016783917838607786,0.09780715141593128,1.0,2022.0,12.0,8.0,8109.0,77.0,183.0,162.0,0.08040630705993076,12.0,0.023160063702325394,89.0,0.6305537911078373,0.38693053174946074,64.0,43.0,73.0,5.0,17.0,16.0,4.0
0.018368827708935605,0.10451581771422327,1.0,2023.0,2.0,24.0,2942.0,77.0,91.0,212.0,0.08458259512077142,6.0,0.27242363952376714,120.0,0.09244533265687924,0.7697295019989847,78.0,76.0,59.0,43.0,0.0,34.0,3.0
0.019293627096588294,0.10760612079521623,2.0,2023.0,3.0,31.0,2610.0,40.0,43.0,100.0,0.05909430920934565,14.0,0.021129329737055697,100.0,0.08913010105102935,0.42920069815623046,86.0,67.0,66.0,14.0,0.0,12.0,16.0
0.01975215175328496,0.10829769629120649,1.0,2023.0,3.0,24.0,596.0,68.0,8.0,104.0,0.09076418923395045,2.0,0.4032494697420693,120.0,0.7884682622173471,0.40536035613726934,63.0,36.0,73.0,0.0,0.0,36.0,4.0
0.02151208610571069,0.11077986834437023,3.0,2023.0,6.0,22.0,332.0,26.0,11.0,163.0,0.10901135998286927,4.0,0.21763484400732716,140.0,0.24759838241075316,0.7941523411997937,65.0,87.0,74.0,22.0,0.0,42.0,4.0
0.022390636190219602,0.03819181453033248,1.0,2023.0,7.0,7.0,516.0,38.0,73.0,119.0,0.11201999758076073,1.0,0.40901113350222007,123.0,0.6033909844184644,0.38649027264803315,69.0,82.0,76.0,6.0,0.0,6.0,3.0
0.024156625785969454,0.11222280032508661,2.0,2023.0,5.0,31.0,1313.0,40.0,17.0,152.0,0.12186968731927915,11.0,0.4098311715558229,133.0,0.30035916583614697,0.7441466255285349,85.0,81.0,67.0,26.0,0.0,12.0,5.0
0.025014666928415717,0.11353505435635985,3.0,2023.0,6.0,2.0,1945.0,87.0,74.0,182.0,0.014957985760086358,14.0,0.41075644032144254,99.0,0.2315483210323539,0.23351611122712848,85.0,83.0,68.0,7.0,0.0,36.0,20.0
0.026461034005486824,0.11434023314879112,1.0,2023.0,6.0,22.0,250.0,26.0,16.0,149.0,0.10367129986409987,5.0,0.01834324488694427,130.0,0.8008121717878337,0.6887909299049231,79.0,96.0,86.0,9.0,0.0,9.0,9.0
0.028059630145638587,0.11661795984423491,2.0,2022.0,3.0,25.0,7112.0,77.0,202.0,119.0,0.130142652608427,38.0,0.41230252080620794,107.0,0.09330852251893214,0.36790081015976994,80.0,82.0,80.0,43.0,0.0,14.0,4.0
0.029203606900796857,0.11776397111825583,2.0,2023.0,6.0,29.0,859.0,40.0,35.0,109.0,0.1335641782355344,14.0,0.41318179123161614,122.0,0.5366107656767144,0.9446772768750578,81.0,74.0,71.0,14.0,0.0,56.0,4.0
0.030342865355385953,0.12292290364429688,1.0,2023.0,1.0,31.0,2420.0,19.0,52.0,107.0,0.157188968939968,1.0,0.4152082828848246,204.0,0.5876059137204406,0.20037231901275715,52.0,52.0,68.0,46.0,0.0,15.0,4.0
0.03097747448091113,0.1311370604046732,1.0,2023.0,5.0,25.0,2988.0,101.0,0.0,0.0,0.16242612603070897,38.0,0.26705253578088195,110.0,0.03511905263439901,0.6669066783090333,67.0,78.0,85.0,2.0,0.0,33.0,5.0
0.03249079605133182,0.13415974779372808,1.0,2023.0,7.0,13.0,864.0,78.0,71.0,135.0,0.16989560479389812,1.0,0.41637619442154195,126.0,0.3196938523096558,0.9049443271661572,74.0,35.0,84.0,0.0,0.0,11.0,6.0
0.034015430429824564,0.1371716521966463,2.0,2023.0,6.0,28.0,266.0,34.0,20.0,185.0,0.18714342454448257,8.0,0.41689769114942654,168.0,0.604472578227067,0.2757033091768494,56.0,63.0,87.0,39.0,0.0,11.0,5.0
